"","Comparison","Z","P.unadj","P.adj","significant"
"X61309_293.174_7.98_NA","La_Jolla Reefs - Mission_Bay",-1.57871689772922,0.114401007188521,0.240242115095893,"Nonsignificant"
"X74884_776.573_9.755_NA","La_Jolla Reefs - Mission_Bay",-1.39551336088672,0.16286108859962,0.24429163289943,"Nonsignificant"
"X80844_259.169_10.325_NA","La_Jolla Reefs - Mission_Bay",-1.43170171384326,0.152229205724223,0.24590871693913,"Nonsignificant"
"X83004_277.179_10.65_NA.Octinoxate","La_Jolla Reefs - Mission_Bay",-1.43170171384326,0.152229205724223,0.24590871693913,"Nonsignificant"
"X65805_343.105_8.538_NA","La_Jolla Reefs - Mission_Bay",1.55836094919117,0.119147708246062,0.250210187316731,"Nonsignificant"
"X43340_303.133_5.821_NA","La_Jolla Reefs - Mission_Bay",-1.46336652268024,0.143367113974068,0.250892449454618,"Nonsignificant"
"X78594_295.19_10.172_NA","La_Jolla Reefs - Mission_Bay",-1.88179435374027,0.0598639427405991,0.251428559510516,"Nonsignificant"
"X85139_369.184_10.896_NA","La_Jolla Reefs - Mission_Bay",2.08761561118062,0.0368325226398857,0.2578276584792,"Nonsignificant"
"X62568_327.18_7.904_NA","La_Jolla Reefs - Mission_Bay",-1.86822372138157,0.0617308936639083,0.259269753388415,"Nonsignificant"
"X2702_301.139_1.245_NA","La_Jolla Reefs - Mission_Bay",-1.36158677998996,0.173328329662277,0.259992494493415,"Nonsignificant"
"X79833_405.263_10.284_NA.Spectral.Match.to.O.Arachidonoylglycidol.from.NIST14","La_Jolla Reefs - Mission_Bay",-1.78227638310978,0.0747041720295421,0.261464602103397,"Nonsignificant"
"X89168_871.572_11.876_Pheophytin.a.Chlorophyll.a","La_Jolla Reefs - Mission_Bay",1.58776480274522,0.112339533246909,0.262125577576121,"Nonsignificant"
"X67756_473.252_8.823_NA","La_Jolla Reefs - Mission_Bay",-1.52895791241397,0.126274877955342,0.265177243706219,"Nonsignificant"
"X82561_534.378_10.737_NA","La_Jolla Reefs - Mission_Bay",-1.6375229712836,0.101521243183557,0.266493263356838,"Nonsignificant"
"X87463_832.24_11.312_NA..3S.4R..7.hydroxy.3...3S.4R..7.hydroxy.4..4.hydroxyphenyl..2.oxo.5...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.3.4.dihydrochromen.3.yl..4..4.hydroxyphenyl..5...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.3.4.dihydrochromen.2.one","La_Jolla Reefs - Mission_Bay",1.63299942716404,0.102469117146245,0.268981432508894,"Nonsignificant"
"X1595_220.133_0.657_NA","La_Jolla Reefs - Mission_Bay",1.41813108148456,0.156152498347584,0.273266872108272,"Nonsignificant"
"X467_311.16_0.641_NA","La_Jolla Reefs - Mission_Bay",1.68275841247928,0.0924218687801839,0.277265606340552,"Nonsignificant"
"X79647_339.216_10.267_NA","La_Jolla Reefs - Mission_Bay",-1.68162839151149,0.0926409216008413,0.277922764802524,"Nonsignificant"
"X67367_385.138_8.765_NA","La_Jolla Reefs - Mission_Bay",1.40682222118564,0.159480111647737,0.279090195383539,"Nonsignificant"
"X29071_272.149_4.607_NA","La_Jolla Reefs - Mission_Bay",-1.50181664769656,0.133144467683055,0.279603382134415,"Nonsignificant"
"X87331_468.389_11.317_NA.Spectral.Match.to.Nonaethylene.glycol.from.NIST14","La_Jolla Reefs - Mission_Bay",-1.27790121377795,0.201284260058575,0.281797964082004,"Nonsignificant"
"X76069_325.2_10.038_NA.2..Hydroxy.a.naphthoflavone.CollisionEnergy.205060","La_Jolla Reefs - Mission_Bay",-1.23492754464206,0.216857471075196,0.284625430786195,"Nonsignificant"
"X75888_209.153_9.826_NA","La_Jolla Reefs - Mission_Bay",1.4407488020824,0.149655662231158,0.285706264259484,"Nonsignificant"
"X84337_600.416_10.795_NA.Spectral.Match.to.Undecaethylene.glycol.from.NIST14","La_Jolla Reefs - Mission_Bay",2.03446606091345,0.0419046271476879,0.293332390033815,"Nonsignificant"
"X2409_239.102_1.093_NA","La_Jolla Reefs - Mission_Bay",-1.37968095646823,0.167684898866659,0.293448573016654,"Nonsignificant"
"X84376_834.519_10.805_NA","La_Jolla Reefs - Mission_Bay",1.37289564028888,0.16978479212592,0.297123386220361,"Nonsignificant"
"X53278_353.138_6.894_NA","La_Jolla Reefs - Mission_Bay",1.580978669789,0.113882914926422,0.298942651681857,"Nonsignificant"
"X70424_363.216_9.305_NA","La_Jolla Reefs - Mission_Bay",-1.89762675815876,0.0577452669656199,0.303162651569505,"Nonsignificant"
"X20904_253.143_3.875_NA","La_Jolla Reefs - Mission_Bay",-1.51312550799548,0.130247781412215,0.303911489961834,"Nonsignificant"
"X91282_760.222_12.619_NA..3S.4S.6aR.6bS.8R.8aR.12aS.14bR..8.hydroxy.4.6a.6b.11.11.14b.hexamethyl.8a...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxycarbonyl.3...2S.3R.4S.5R..3.4.5.trihydroxyoxan.2.yl.oxy.1.2.3.4a.5.6.7.8.9.10.12.12a.14.14a.tetradecahydropicene.4.carboxylic.acid","La_Jolla Reefs - Mission_Bay",1.40682222118564,0.159480111647737,0.304462031327497,"Nonsignificant"
"X364_252.123_0.633_NA","La_Jolla Reefs - Mission_Bay",1.30956602261493,0.190342689063755,0.307476651564527,"Nonsignificant"
"X55344_466.228_7.149_NA","La_Jolla Reefs - Mission_Bay",1.26659235347903,0.20530108799355,0.307951631990325,"Nonsignificant"
"X3732_245.063_1.821_NA","La_Jolla Reefs - Mission_Bay",-1.40003690500629,0.161502267366915,0.308322510427747,"Nonsignificant"
"X91480_776.27_12.746_NA.2.2.6b.9.9.12a.hexamethyl.4a..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxycarbonyl.10..3.4.5.trihydroxy.6.methyloxan.2.yl.oxy.1.3.4.5.6.6a.7.8.8a.10.11.12.13.14b.tetradecahydropicene.6a.carboxylic.acid","La_Jolla Reefs - Mission_Bay",1.35027791969104,0.176926852227966,0.309621991398941,"Nonsignificant"
"X73867_402.336_9.644_NA","La_Jolla Reefs - Mission_Bay",-1.3457557601373,0.178381297105573,0.312167269934752,"Nonsignificant"
"X39401_170.117_5.489_NA.8.AMINOOCTANOIC.ACID","La_Jolla Reefs - Mission_Bay",1.34349329463057,0.179112295811655,0.313446517670397,"Nonsignificant"
"X27768_381.212_4.49_NA","La_Jolla Reefs - Mission_Bay",1.3875978724846,0.165259529669665,0.315495465732997,"Nonsignificant"
"X471_310.165_0.64_NA","La_Jolla Reefs - Mission_Bay",1.49050778739764,0.136090770412022,0.317545130961384,"Nonsignificant"
"X77902_303.195_10.089_NA","La_Jolla Reefs - Mission_Bay",-1.48824601533786,0.136686026082856,0.318934060859998,"Nonsignificant"
"X56711_335.221_7.307_NA","La_Jolla Reefs - Mission_Bay",-1.99714472878926,0.0458094631890634,0.320666242323444,"Nonsignificant"
"X550_321.144_0.643_NA","La_Jolla Reefs - Mission_Bay",1.37515741234866,0.169082648294305,0.322794146743673,"Nonsignificant"
"X42921_317.149_5.788_NA","La_Jolla Reefs - Mission_Bay",1.32313665497363,0.185789936909629,0.325132389591851,"Nonsignificant"
"X77785_395.242_10.063_NA","La_Jolla Reefs - Mission_Bay",-1.27790187115534,0.201284028241002,0.325151122543157,"Nonsignificant"
"X33529_200.164_4.989_NA","La_Jolla Reefs - Mission_Bay",1.37063386822909,0.170489119626066,0.325479228377035,"Nonsignificant"
"X670_280.154_0.642_NA","La_Jolla Reefs - Mission_Bay",1.37063386822909,0.170489119626066,0.325479228377035,"Nonsignificant"
"X2533_369.129_1.142_NA","La_Jolla Reefs - Mission_Bay",1.19195387550616,0.233279331452599,0.326591064033639,"Nonsignificant"
"X39183_410.265_5.474_NA","La_Jolla Reefs - Mission_Bay",-1.36611032410953,0.171904338327207,0.328181009533759,"Nonsignificant"
"X672_252.159_0.642_NA","La_Jolla Reefs - Mission_Bay",1.36611032410953,0.171904338327208,0.32818100953376,"Nonsignificant"
"X89184_547.269_11.938_NA","La_Jolla Reefs - Mission_Bay",-1.53348145653354,0.125157272157643,0.328537839413812,"Nonsignificant"
"X67374_383.14_8.766_NA","La_Jolla Reefs - Mission_Bay",1.2281422284627,0.219393581153954,0.32909037173093,"Nonsignificant"
"X65883_410.253_8.603_NA","La_Jolla Reefs - Mission_Bay",-1.47015183885959,0.141520635124554,0.330214815290627,"Nonsignificant"
"X80712_424.269_10.382_NA","La_Jolla Reefs - Mission_Bay",-1.7438271551518,0.0811892338326289,0.340994782097041,"Nonsignificant"
"X43446_222.112_5.835_NA.Untitled.CollisionEnergy.205060","La_Jolla Reefs - Mission_Bay",1.29599539025622,0.194977073050302,0.341209877838029,"Nonsignificant"
"X1228_157.939_0.7_NA","La_Jolla Reefs - Mission_Bay",1.29147184613665,0.196540111526799,0.343945195171897,"Nonsignificant"
"X3551_266.102_1.685_NA","La_Jolla Reefs - Mission_Bay",1.39098981676715,0.164228514733958,0.344879880941312,"Nonsignificant"
"X828_249.123_0.651_NA","La_Jolla Reefs - Mission_Bay",1.28694830201709,0.198112308029839,0.346696539052219,"Nonsignificant"
"X70543_400.321_9.257_NA","La_Jolla Reefs - Mission_Bay",-1.49842476042551,0.134022927306655,0.351810184179969,"Nonsignificant"
"X80834_335.221_10.287_NA","La_Jolla Reefs - Mission_Bay",-1.27563944171817,0.202083004805486,0.353645258409601,"Nonsignificant"
"X56362_301.07_7.267_NA","La_Jolla Reefs - Mission_Bay",1.14219489019091,0.253373019480883,0.354722227273236,"Nonsignificant"
"X817_234.149_0.651_NA","La_Jolla Reefs - Mission_Bay",1.22135691228335,0.221950913706101,0.358536091371394,"Nonsignificant"
"X30906_312.237_4.759_NA","La_Jolla Reefs - Mission_Bay",-1.25867679875743,0.208147094933192,0.364257416133086,"Nonsignificant"
"X7899_230.149_2.785_NA","La_Jolla Reefs - Mission_Bay",1.20778627992465,0.227129480229596,0.366901468063194,"Nonsignificant"
"X85875_343.227_11.003_NA","La_Jolla Reefs - Mission_Bay",-1.24849817700076,0.211848675593977,0.370735182289459,"Nonsignificant"
"X78186_277.179_9.96_NA","La_Jolla Reefs - Mission_Bay",-1.23945108876162,0.215178491554085,0.376562360219649,"Nonsignificant"
"X50572_353.138_6.591_NA","La_Jolla Reefs - Mission_Bay",1.34236240801893,0.179478517296188,0.376904886321995,"Nonsignificant"
"X91657_1222.344_12.739_NA..2S.3S.4S.5R.6R..6....3S.4S.6aR.6bS.8R.8aR.9R.10R.12aS.14bR..8a..acetyloxymethyl..8.9.dihydroxy.4..hydroxymethyl..4.6a.6b.11.11.14b.hexamethyl.10...E..2.methylbut.2.enoyl.oxy.1.2.3.4a.5.6.7.8.9.10.12.12a.14.14a.tetradecahydropicen.3.yl.oxy..4.hydroxy.3.5.bis...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.oxane.2.carboxylic.acid","La_Jolla Reefs - Mission_Bay",1.14558813759324,0.251965607847717,0.377948411771575,"Nonsignificant"
"X50121_440.255_6.526_NA","La_Jolla Reefs - Mission_Bay",1.23718931670184,0.216016806768897,0.378029411845571,"Nonsignificant"
"X829_264.159_0.648_NA","La_Jolla Reefs - Mission_Bay",1.1014829931148,0.270686502312681,0.378961103237754,"Nonsignificant"
"X88366_659.385_11.637_NA","La_Jolla Reefs - Mission_Bay",1.28468719082519,0.19890161617591,0.37972126724492,"Nonsignificant"
"X88951_1222.343_11.853_NA.Contaminant.vial.septum.ThermoFisher.C5000.44B","La_Jolla Reefs - Mission_Bay",1.0992223519777,0.271671091446638,0.380339528025294,"Nonsignificant"
"X2169_327.118_1.001_NA","La_Jolla Reefs - Mission_Bay",1.05624755191912,0.290855130934788,0.381747359351909,"Nonsignificant"
"X88170_906.258_11.615_NA..3S.4R..7.hydroxy.3...3S.4R..7.hydroxy.4..4.hydroxyphenyl..2.oxo.5...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.3.4.dihydrochromen.3.yl..4..4.hydroxyphenyl..5...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.3.4.dihydrochromen.2.one","La_Jolla Reefs - Mission_Bay",1.09582969039752,0.273153312689047,0.382414637764666,"Nonsignificant"
"X82871_293.174_10.64_NA.dihydroauroglaucin","La_Jolla Reefs - Mission_Bay",-1.44188117157568,0.149335898663293,0.392006733991145,"Nonsignificant"
"X88874_438.337_11.827_NA","La_Jolla Reefs - Mission_Bay",1.43848703002261,0.150295914895271,0.394526776600087,"Nonsignificant"
"X86144_858.499_10.973_NA","La_Jolla Reefs - Mission_Bay",1.20326273580508,0.228874664498227,0.400530662871897,"Nonsignificant"
"X35597_828.515_5.157_NA","La_Jolla Reefs - Mission_Bay",-1.06529464015826,0.286742617512911,0.401439664518075,"Nonsignificant"
"X42031_202.191_5.73_NA","La_Jolla Reefs - Mission_Bay",1.15350375048983,0.248703679060316,0.401752096943587,"Nonsignificant"
"X44856_283.173_5.906_NA..6.aminododecanedioic.acid..chloride.CollisionEnergy.102040.","La_Jolla Reefs - Mission_Bay",-1.24962970586429,0.211434846411412,0.40364834314906,"Nonsignificant"
"X82989_295.19_10.654_NA","La_Jolla Reefs - Mission_Bay",-1.24849946150553,0.211848205485943,0.404437483200436,"Nonsignificant"
"X2754_311.123_1.074_NA","La_Jolla Reefs - Mission_Bay",1.14219489019091,0.253373019480883,0.409294877622965,"Nonsignificant"
"X82649_384.274_10.628_NA","La_Jolla Reefs - Mission_Bay",1.01101211072344,0.31201063341355,0.409513956355284,"Nonsignificant"
"X55162_426.321_7.132_NA","La_Jolla Reefs - Mission_Bay",1.23492754464206,0.216857471075196,0.414000626598102,"Nonsignificant"
"X88099_535.27_11.544_NA","La_Jolla Reefs - Mission_Bay",1.17725296271921,0.239094555036351,0.418415471313614,"Nonsignificant"
"X238_232.829_0.642_NA","La_Jolla Reefs - Mission_Bay",1.22135691228335,0.221950913706101,0.423724471620738,"Nonsignificant"
"X86919_424.363_11.213_NA","La_Jolla Reefs - Mission_Bay",-1.07434172839739,0.282669549076871,0.424004323615307,"Nonsignificant"
"X90572_1295.364_12.449_NA.Contaminant.vial.septum.ThermoFisher.C5000.44B","La_Jolla Reefs - Mission_Bay",-1.11731597230219,0.263859248561278,0.426234170752834,"Nonsignificant"
"X44586_301.118_5.932_NA","La_Jolla Reefs - Mission_Bay",-1.11731539753329,0.263859494228909,0.426234567600545,"Nonsignificant"
"X45988_508.342_6.069_NA","La_Jolla Reefs - Mission_Bay",1.11731539753329,0.263859494228909,0.426234567600546,"Nonsignificant"
"X2270_367.113_1.039_NA","La_Jolla Reefs - Mission_Bay",1.11279185341372,0.265797835020067,0.429365733493954,"Nonsignificant"
"X46458_380.191_6.115_NA","La_Jolla Reefs - Mission_Bay",1.10374476517458,0.269703871092389,0.43567548407232,"Nonsignificant"
"X67743_223.096_8.825_Spectral.Match.to.Diethyl.phthalate.from.NIST14","La_Jolla Reefs - Mission_Bay",1.05172400779955,0.292926192923355,0.439389289385033,"Nonsignificant"
"X17165_277.101_3.573_NA","La_Jolla Reefs - Mission_Bay",1.44301131645506,0.149017283421336,0.447051850264007,"Nonsignificant"
"X83266_209.19_10.639_NA","La_Jolla Reefs - Mission_Bay",-0.909232368033162,0.363227481913807,0.44869277177588,"Nonsignificant"
"X71984_461.05_9.43_NA","La_Jolla Reefs - Mission_Bay",1.08112704457674,0.279640604769996,0.451727130782302,"Nonsignificant"
"X26551_342.07_4.392_NA","La_Jolla Reefs - Mission_Bay",1.5108637359357,0.130823171909114,0.4578811016819,"Nonsignificant"
"X72234_711.421_9.455_NA","La_Jolla Reefs - Mission_Bay",-1.35706323587039,0.174761118692305,0.458747936567302,"Nonsignificant"
"X77479_211.169_10.037_NA","La_Jolla Reefs - Mission_Bay",-1.06981928494949,0.284700660011581,0.459901066172554,"Nonsignificant"
"X77383_237.112_10.022_NA","La_Jolla Reefs - Mission_Bay",-0.848164522418994,0.396346352184784,0.462404077548915,"Nonsignificant"
"X873_290.138_0.651_NA","La_Jolla Reefs - Mission_Bay",1.06529464015826,0.286742617512911,0.463199612905471,"Nonsignificant"
"X89481_856.607_11.931_NA","La_Jolla Reefs - Mission_Bay",0.965776669527761,0.334155945215968,0.467818323302355,"Nonsignificant"
"X52248_276.144_6.766_NA","La_Jolla Reefs - Mission_Bay",-0.791620220924395,0.428582152784949,0.473696063604417,"Nonsignificant"
"X77758_276.159_10.059_NA","La_Jolla Reefs - Mission_Bay",-0.956729581288625,0.338703763259369,0.474185268563116,"Nonsignificant"
"X91726_996.308_12.943_NA.Contaminant.vial.septum.ThermoFisher.C5000.44B","La_Jolla Reefs - Mission_Bay",0.911494140092945,0.362035071773416,0.475171031702609,"Nonsignificant"
"X90671_835.239_12.413_NA.2..4..4..3.5.dihydroxy.4..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.phenyl..2.5.bis.4.hydroxyphenyl.oxolan.3.yl..2.6.dihydroxyphenyl..6..hydroxymethyl.oxane.3.4.5.triol","La_Jolla Reefs - Mission_Bay",-1.26659235347903,0.20530108799355,0.47903587198495,"Nonsignificant"
"X73553_864.625_9.606_NA","La_Jolla Reefs - Mission_Bay",-1.04380834254547,0.296574071050008,0.479081191696167,"Nonsignificant"
"X89098_832.239_11.887_NA..3S.4R..7.hydroxy.3...3S.4R..7.hydroxy.4..4.hydroxyphenyl..2.oxo.5...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.3.4.dihydrochromen.3.yl..4..4.hydroxyphenyl..5...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.3.4.dihydrochromen.2.one","La_Jolla Reefs - Mission_Bay",-1.20439424139861,0.22843723674142,0.479718197156983,"Nonsignificant"
"X68674_277.143_8.983_NA","La_Jolla Reefs - Mission_Bay",-1.26206880935946,0.206924027527256,0.48282273089693,"Nonsignificant"
"X92582_172.956_13.395_NA..6.methoxypurine..oxamethane.CollisionEnergy.102040.","La_Jolla Reefs - Mission_Bay",-1.25980703729968,0.207738980518509,0.484724287876521,"Nonsignificant"
"X607_236.128_0.639_NA","La_Jolla Reefs - Mission_Bay",0.888876419495106,0.374069499649159,0.490966218289521,"Nonsignificant"
"X79525_704.546_10.549_NA.DGTSA.14.0.18.1....M.H...C42H80N1O7","La_Jolla Reefs - Mission_Bay",1.25075994906054,0.211022071171933,0.49238483273451,"Nonsignificant"
"X67404_342.264_8.769_NA.Spectral.Match.to.Lauroyl.L.carnitine.from.NIST14","La_Jolla Reefs - Mission_Bay",1.02005919896258,0.307700385662016,0.497054469146334,"Nonsignificant"
"X80730_444.331_10.394_NA.Spectral.Match.to.p.tert.Octylphenol.pentaglycol.ether.from.NIST14","La_Jolla Reefs - Mission_Bay",-1.31182779467471,0.189578244515425,0.49764289185299,"Nonsignificant"
"X2411_430.134_1.096_NA","La_Jolla Reefs - Mission_Bay",0.877567559196186,0.380178440735923,0.498984203465899,"Nonsignificant"
"X89986_1296.362_12.056_NA.Contaminant.vial.septum.ThermoFisher.C5000.44B","La_Jolla Reefs - Mission_Bay",-0.875305787136401,0.381407546126707,0.500597404291303,"Nonsignificant"
"X80738_756.492_10.45_NA.SQDG.14.0.18.1....M.NH4...C41H80N1O12S1","La_Jolla Reefs - Mission_Bay",0.875305787136401,0.381407546126707,0.500597404291303,"Nonsignificant"
"X89806_832.239_12.169_NA..3S.4R..7.hydroxy.3...3S.4R..7.hydroxy.4..4.hydroxyphenyl..2.oxo.5...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.3.4.dihydrochromen.3.yl..4..4.hydroxyphenyl..5...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.3.4.dihydrochromen.2.one","La_Jolla Reefs - Mission_Bay",-1.30730425055514,0.191109401206463,0.501662178166966,"Nonsignificant"
"X86720_304.299_11.165_NA","La_Jolla Reefs - Mission_Bay",-0.916017684212513,0.359657619699651,0.503520667579512,"Nonsignificant"
"X82346_599.41_10.578_NA","La_Jolla Reefs - Mission_Bay",-0.825546801821154,0.409061223223541,0.50531092280555,"Nonsignificant"
"X83002_641.42_10.655_NA","La_Jolla Reefs - Mission_Bay",0.956729581288625,0.338703763259369,0.508055644889053,"Nonsignificant"
"X8072_339.166_2.458_NA","La_Jolla Reefs - Mission_Bay",0.818761485641802,0.412922508879907,0.510080746263414,"Nonsignificant"
"X67715_177.054_8.821_NA.MoNA.937356.Diethyl.phthalate..NF.","La_Jolla Reefs - Mission_Bay",0.902447051853809,0.366819436132477,0.513547210585468,"Nonsignificant"
"X86974_504.319_11.227_NA","La_Jolla Reefs - Mission_Bay",-0.897923507734242,0.369226331049279,0.516916863468991,"Nonsignificant"
"X5642_339.166_2.264_NA","La_Jolla Reefs - Mission_Bay",0.888876419495106,0.374069499649159,0.523697299508823,"Nonsignificant"
"X35191_295.172_5.128_NA","La_Jolla Reefs - Mission_Bay",0.841379206239641,0.40013553067572,0.525177884011883,"Nonsignificant"
"X70003_237.185_9.182_NA.Massbank.AC000107.5.hydroxyculmorin..1S.3R.3aS.4R.6R.8aR.9R..Decahydro.1.5.5.8a.tetramethyl.1.4.methanoazulene.3.6.9.triol","La_Jolla Reefs - Mission_Bay",-0.886614647435321,0.375286405122816,0.525400967171942,"Nonsignificant"
"X62414_569.394_8.04_NA","La_Jolla Reefs - Mission_Bay",0.877567559196185,0.380178440735924,0.532249817030293,"Nonsignificant"
"X68573_307.262_8.764_NA.NCGC00385919.01_C20H34O_2.Penten.1.ol..5...1S.4aS.8aS..decahydro.5.5.8a.trimethyl.2.methylene.1.naphthalenyl..3.methyl....2E..","La_Jolla Reefs - Mission_Bay",-0.823285029761369,0.410345924705064,0.538579026175396,"Nonsignificant"
"X2394_285.144_0.892_NA","La_Jolla Reefs - Mission_Bay",-0.863996926837482,0.387589578763744,0.542625410269241,"Nonsignificant"
"X3112_337.139_1.597_NA","La_Jolla Reefs - Mission_Bay",0.859473382717914,0.390079398899533,0.546111158459346,"Nonsignificant"
"X202_254.987_0.571_NA","La_Jolla Reefs - Mission_Bay",-0.81197616946245,0.416805305738734,0.547056963782088,"Nonsignificant"
"X53391_366.115_6.905_NA","La_Jolla Reefs - Mission_Bay",0.811976169462449,0.416805305738734,0.547056963782089,"Nonsignificant"
"X2813_317.17_1.264_NA","La_Jolla Reefs - Mission_Bay",-0.716981742951523,0.473385361899846,0.552282922216487,"Nonsignificant"
"X79773_235.169_10.259_NA","La_Jolla Reefs - Mission_Bay",1.0019650224843,0.316360486358658,0.553630851127652,"Nonsignificant"
"X87492_998.307_11.367_NA..2S.3S.4S.5R.6R..6....3S.6aR.6bS.8aR.14bR..9.hydroxy.4.4.6a.6b.8a.11.11.14b.octamethyl.1.2.3.4a.5.6.7.8.9.10.12.12a.14.14a.tetradecahydropicen.3.yl.oxy..5..4.5.dihydroxy.6..hydroxymethyl..3...2S.3R.4R.5R.6S..3.4.5.trihydroxy.6.methyloxan.2.yl.oxyoxan.2.yl.oxy.3.4.dihydroxyoxane.2.carboxylic.acid","La_Jolla Reefs - Mission_Bay",0.802930320352514,0.422015009945618,0.553894700553624,"Nonsignificant"
"X86220_862.551_11.069_NA","La_Jolla Reefs - Mission_Bay",0.997441478364737,0.318550266477088,0.557462966334904,"Nonsignificant"
"X36782_872.542_5.256_NA","La_Jolla Reefs - Mission_Bay",-0.753170095908066,0.451347706777582,0.557547167195837,"Nonsignificant"
"X92371_641.419_13.068_NA","La_Jolla Reefs - Mission_Bay",0.750908323848283,0.452707830504721,0.559227320035244,"Nonsignificant"
"X90811_361.079_12.46_NA","La_Jolla Reefs - Mission_Bay",0.651390353217787,0.514794536275468,0.568983434830781,"Nonsignificant"
"X3159_369.129_1.567_NA","La_Jolla Reefs - Mission_Bay",0.692102250293899,0.4888731186068,0.570351971707934,"Nonsignificant"
"X72468_289.179_9.476_NA","La_Jolla Reefs - Mission_Bay",-1.16255083872897,0.245011786678242,0.571694168915897,"Nonsignificant"
"X85468_856.608_10.817_NA","La_Jolla Reefs - Mission_Bay",0.644605037038436,0.519183169850197,0.573834029834429,"Nonsignificant"
"X70173_255.195_9.176_NA","La_Jolla Reefs - Mission_Bay",1.03362983132128,0.301309247886321,0.575226745964794,"Nonsignificant"
"X88072_908.258_11.533_NA..2S.3S.4S.5R.6R..6....3S.6aR.6bS.8aR.14bR..9.hydroxy.4.4.6a.6b.8a.11.11.14b.octamethyl.1.2.3.4a.5.6.7.8.9.10.12.12a.14.14a.tetradecahydropicen.3.yl.oxy..5..4.5.dihydroxy.6..hydroxymethyl..3...2S.3R.4R.5R.6S..3.4.5.trihydroxy.6.methyloxan.2.yl.oxyoxan.2.yl.oxy.3.4.dihydroxyoxane.2.carboxylic.acid","La_Jolla Reefs - Mission_Bay",0.684186400043346,0.493857468971789,0.576167047133753,"Nonsignificant"
"X39156_420.274_5.464_NA","La_Jolla Reefs - Mission_Bay",-0.726028831190659,0.467821096140084,0.577896648173045,"Nonsignificant"
"X79995_678.384_10.299_NA","La_Jolla Reefs - Mission_Bay",0.766741911547894,0.443234979444676,0.581745910521138,"Nonsignificant"
"X63761_381.245_8.232_NA","La_Jolla Reefs - Mission_Bay",0.91375591215273,0.360845117362932,0.582903651124736,"Nonsignificant"
"X64690_225.148_8.37_NA","La_Jolla Reefs - Mission_Bay",0.714719970891738,0.474782094877321,0.586495528966103,"Nonsignificant"
"X84082_270.315_10.782_NA","La_Jolla Reefs - Mission_Bay",0.807453871453093,0.419405040488581,0.587167056684014,"Nonsignificant"
"X55655_342.133_7.188_NA","La_Jolla Reefs - Mission_Bay",-0.666092214257075,0.505352160713268,0.589577520832146,"Nonsignificant"
"X88761_906.258_11.786_NA..3S.4R..7.hydroxy.3...3S.4R..7.hydroxy.4..4.hydroxyphenyl..2.oxo.5...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.3.4.dihydrochromen.3.yl..4..4.hydroxyphenyl..5...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.3.4.dihydrochromen.2.one","La_Jolla Reefs - Mission_Bay",0.707936111417511,0.478984933220282,0.591687270448584,"Nonsignificant"
"X58299_526.942_7.512_NA","La_Jolla Reefs - Mission_Bay",-1.00875033866366,0.31309438337212,0.597725640983139,"Nonsignificant"
"X49604_325.259_6.471_NA","La_Jolla Reefs - Mission_Bay",0.608416684081891,0.542911148735799,0.600059690707989,"Nonsignificant"
"X22241_318.206_4.014_NA","La_Jolla Reefs - Mission_Bay",-0.841379206239642,0.40013553067572,0.60020329601358,"Nonsignificant"
"X37866_916.568_5.35_NA","La_Jolla Reefs - Mission_Bay",-0.649128581158003,0.516255269386136,0.602297814283826,"Nonsignificant"
"X88835_1220.344_11.806_NA.Contaminant.vial.septum.ThermoFisher.C5000.44B","La_Jolla Reefs - Mission_Bay",0.787096676804827,0.431225274613746,0.603715384459245,"Nonsignificant"
"X82326_457.257_10.577_NA","La_Jolla Reefs - Mission_Bay",-0.689840478234114,0.490294510255723,0.60565792443354,"Nonsignificant"
"X89375_1070.326_11.998_Contaminant.vial.septum.ThermoFisher.C5000.44B","La_Jolla Reefs - Mission_Bay",0.685317286654986,0.493143725730449,0.609177543549378,"Nonsignificant"
"X23535_535.018_4.137_NA","La_Jolla Reefs - Mission_Bay",-0.583537191424268,0.559531727926935,0.618429804550823,"Nonsignificant"
