Metabolite,T,dof,alternative,p-val,CI95%,cohen-d,BF10,power,p-bh,Significance
X90010_788.549_12.119_nan,-6.928457046476066,131.50866114769414,two-sided,1.7121235735236907e-10,[-0.96 -0.53],0.7889915588748924,1.03e+08,0.9986632165940957,9.532533699006367e-10,True
X80290_247.169_10.244_nan,-6.807910668750294,166.33305327475472,two-sided,1.717295392954918e-10,[-1.11 -0.61],0.9377695929275326,5.468e+07,0.9999590489702287,9.555477180383179e-10,True
X74824_243.159_9.747_nan,-6.9891045525307,119.02263759743776,two-sided,1.7189600654431326e-10,[-0.94 -0.53],0.7803383815822498,1.42e+08,0.9984036296729083,9.558889856274595e-10,True
X90976_330.242_12.523_nan,-6.98813748331587,119.03429446065681,two-sided,1.7268214235546887e-10,[-0.94 -0.53],0.7802447779290655,1.413e+08,0.9984005862275367,9.596736175402954e-10,True
X18244_214.155_3.67_nan,7.072704757665304,104.7517743113996,two-sided,1.7708278580258514e-10,[0.74 1.32],1.171093733114899,2.218e+08,0.9999999678310361,9.835288262169236e-10,True
X52146_335.148_6.751_nan,-6.774498617267103,177.34482190029118,two-sided,1.7727000165720732e-10,[-1.06 -0.58],0.8857333862311468,4.593e+07,0.9998477649343758,9.839675549861592e-10,True
X61120_344.241_7.879_nan,-6.963006630237166,122.74547659909442,two-sided,1.7757133234013412e-10,[-0.95 -0.53],0.7820053141346207,1.237e+08,0.9984569521065421,9.850387758611955e-10,True
X53538_331.19_7.095_nan,-6.841218276666201,152.48353675026496,two-sided,1.7870226707351623e-10,[-0.98 -0.54],0.8071191281451753,6.509e+07,0.9990864709633407,9.907079342880545e-10,True
X68583_278.673_8.966_nan,-6.967803303018891,119.02278573253848,two-sided,1.9141190508688046e-10,[-0.94 -0.53],0.7779602643525669,1.269e+08,0.998324648221031,1.0605222675502237e-09,True
X25169_316.166_4.284_nan,-6.9365664213457325,124.88015128594837,two-sided,1.9242940069550508e-10,[-0.95 -0.53],0.781663442934381,1.075e+08,0.998446150456565,1.0655104209034911e-09,True
X17773_434.202_3.628_nan,7.617811643536365,61.36930973058796,two-sided,1.933554573276446e-10,[0.97 1.66],1.6595913814280585,4.367e+09,1.0,1.069986499101001e-09,True
X91254_684.202_12.655_ACARBOSE;Contaminants septum vial Thermo C4000-53 and C4000-54 serie,-6.878189198519138,137.76971269093357,two-sided,1.9402139799750273e-10,[-0.96 -0.53],0.7912042209614728,7.904e+07,0.9987230870491628,1.0730185830859457e-09,True
X89281_758.221_11.945_Contaminants septum vial Thermo C4000-53 and C4000-54 serie,-6.9141834327210825,128.7319437899035,two-sided,1.965644700833119e-10,[-0.95 -0.53],0.7838997276664084,9.554e+07,0.9985155762009439,1.0864219829771864e-09,True
X85657_659.43_10.969_Massbank:MSJ00147 Fucoxanthin,7.668411049546846,59.016296999571026,two-sided,1.9898270554876653e-10,[0.99 1.69],1.7191857466969693,5.795e+09,1.0,1.0991195375755682e-09,True
X61606_291.158_7.939_nan,-6.7547800168631,176.2228549337139,two-sided,2.0039033351041011e-10,[-1.07 -0.58],0.891778939971298,4.145e+07,0.9998686204418603,1.1062227761242555e-09,True
X89741_695.498_12.187_nan;Sarmentoside B,-6.955835398977985,119.01129301768422,two-sided,2.0338629049073906e-10,[-0.94 -0.52],0.7766099368849567,1.191e+08,0.9982782333254646,1.122080190013228e-09,True
X51183_435.201_6.703_nan,-6.744568344653539,177.95327482543388,two-sided,2.0730809327864467e-10,[-1.05 -0.57],0.8724294237757071,3.931e+07,0.9997904752947657,1.143023155906269e-09,True
X25008_252.086_4.27_nan,6.785542177213709,159.39331533103865,two-sided,2.1511675917019618e-10,[0.62 1.13],0.9546590026574588,4.865e+07,0.9999738379922712,1.185358529924499e-09,True
X53610_286.216_6.929_nan,7.648159775459928,59.00873105499648,two-sided,2.1550925554007869e-10,[0.99 1.69],1.7148122847285108,5.174e+09,1.0,1.1868020299033285e-09,True
"X58675_244.191_7.559_nan;Spectral Match to 1,11-Undecanedicarboxylic acid from NIST14",-6.918645714961676,123.38879610901941,two-sided,2.1887747972433988e-10,[-0.94 -0.52],0.7778119615230492,9.781e+07,0.9983196068868324,1.2038923446180873e-09,True
X89785_700.233_12.109_Contaminant vial septum ThermoFisher C5000-44B,-6.941329630997333,119.01142396463028,two-sided,2.1881249967043983e-10,[-0.94 -0.52],0.7749905471819643,1.103e+08,0.9982210279434508,1.2038923446180873e-09,True
X12710_278.138_3.139_nan,7.350126553863214,73.86040621971279,two-sided,2.195050432592793e-10,[0.87 1.51],1.4278344406098806,9.949e+08,0.9999999999988992,1.206614179754152e-09,True
X64446_419.205_8.331_nan,-6.7363393422543485,176.9267062484238,two-sided,2.1969766925750763e-10,[-1.03 -0.56],0.8525129673726513,3.766e+07,0.999666156762507,1.2069433286339936e-09,True
X62728_440.246_8.087_nan,-6.939248890935639,119.01625750683189,two-sided,2.2108935668183583e-10,[-0.94 -0.52],0.7747641521570753,1.091e+08,0.998212894157653,1.2131227706404655e-09,True
X1534_306.852_0.749_nan,7.536635641844691,63.493471151225215,two-sided,2.2102922776600744e-10,[0.94 1.62],1.6038156408261253,2.78e+09,0.9999999999999998,1.2131227706404655e-09,True
X3109_267.134_1.477_nan,7.318979752793536,75.61503010402843,two-sided,2.2434452459823033e-10,[0.86 1.5 ],1.40399908318758,8.392e+08,0.9999999999968161,1.2302415064216586e-09,True
X1732_243.134_0.868_nan,-6.77714641907979,157.10085779907888,two-sided,2.3325633044879586e-10,[-0.98 -0.54],0.8066611205333093,4.657e+07,0.999077503871781,1.2783402992407787e-09,True
X66342_369.168_8.608_nan,7.486587335612397,65.14021422332947,two-sided,2.3560756630330493e-10,[0.93 1.6 ],1.5665412784311756,2.107e+09,0.9999999999999986,1.2904481884515955e-09,True
X69914_191.106_9.171_nan,-6.875088634641954,128.66965632267429,two-sided,2.4061824032389964e-10,[-0.95 -0.52],0.7793903995612826,7.776e+07,0.9983725614365079,1.3170987604002983e-09,True
X92188_694.495_12.983_nan;DG(20:4_18:0),7.466775836156914,65.80750537782386,two-sided,2.4197395982386554e-10,[0.92 1.59],1.5522293681296688,1.889e+09,0.999999999999997,1.3237227693854306e-09,True
X69116_659.509_9.057_nan,-6.7251061604235405,173.81159439319248,two-sided,2.4311749774449133e-10,[-1.08 -0.59],0.9001580474079458,3.553e+07,0.9998931290852136,1.3291787669831119e-09,True
